"Month","Year","Letter","Subject","Yes Votes","No Votes","Pass or Fail","Percent","Type Measure","By","Keyword1","Keyword2","Keyword3","Keyword4","Keyword5"
"JUN","1992","B","Civic Center Plaza Improvement Bonds","70,809","88,664","F","0.444","B","S","Plaza","Civic Center",,,
"JUN","1992","C","Civic Center Garage Bonds","56,753","98,865","F","0.365","B","S","Parking","Civic Center","Garage",,
"JUN","1992","D","Civic Center Heating System Improvement Bonds","63,514","91,551","F","0.410","B","S","Steam Heat","Civic Center","Heating Syst",,
"JUN","1992","E","General Fund Percentage 12 Yrs for Capital Project","59,870","91,230","F","0.396","C","S","Infrastruct.","Fund","Capital Proj",,
"JUN","1992","F","County Clerk duties and personnel transfer to CAO","85,791","52,177","P","0.622","C","S","County Clerk","Duties","CAO",,
"JUN","1992","G","Chief Zoo Vet Appointed at Pleasure of Rec & Park","84,079","63,162","P","0.571","C","S","Chief Vet","Zoo","Veterinarian","Rec/Park",
"JUN","1992","H","Purchaser transfer inventory control to City Departments","71,241","70,389","P","0.503","C","S","Inventory","Purchaser","Control",,
"JUN","1992","I","Dividing California into Two States","58,707","95,812","F","0.380","P","S","Two States","Divide Calif","California","Northern CA",
"JUN","1992","J","San Francisco in Northern California","97,448","57,052","P","0.631","P","S","San Francisc","No. Calif.","Northern CA",,
"NOV","1992","A","Earthquake Unreinforced Masonry Bonds $350,000,000","197,128","84,735","P","0.699","B","S","Earthquake","Safety","Loan UMB","UMB Loans","Unreinfoced"
"NOV","1992","B","San Bruno Jail Bonds $158,100,000","156,851","116,872","F","0.573","B","S","San Bruno","Jail",,,
"NOV","1992","C","Fire Department Bonds $40,800,000","188,680","87,229","P","0.684","B","S","Fire Department.","Seismic",,,
"NOV","1992","D","Health Department Lease Financing $20,000,000 +","132,154","132,998","F","0.498","C","S","Health Dept.","Lease","Financing","Hospitals",
"NOV","1992","E","Collective Bargaining Start Date","193,202","70,499","P","0.733","C","S","Collective B","Bargaining","Salaries","Benefits","Negotiating"
"NOV","1992","F","Retirement Allowance Increase $75 a month","148,712","123,083","P","0.547","C","S","Retirement","Allowance","Benefits","Employees",
"NOV","1992","G","Retirement Plan Transfer Misc to Police or Fire","199,928","68,233","P","0.746","C","S","Retirement","TransferCrdt","Police","Firefighters","Miscelleous"
"NOV","1992","H","Allowable Rent Increases Eliminate 4% minimum","143,761","128,193","P","0.529","O","I","Rent Control","Rent Raise","CPI","Landlords",
"NOV","1992","J","Aggressive Panhandling Prohibited","152,982","123,852","P","0.553","O","M","Panhandling","Begging","Harrassment","Hounding","Solicit"
"NOV","1992","K","Health Maintenance Organization District","137,537","125,881","P","0.522","O","I","H.M.O.","Zoning","Medical Bldg","Divisadero","Geary Blvd"
"NOV","1992","L","Farmers' Market Zoning Restrictions","105,678","165,559","F","0.390","O","I","Zoning","Farmer's Mkt","Housing","Bernal Hts.","Alemany"
"JUN","1993","A","School Sales Tax","59,574","21,108","P","0.738","T","SE",,,,,
"NOV","1993","A","Cultural Facilities Improvement Bonds","88,721","56,277","F","0.612","B","S","Cultural","Improvement","Bonds",,
"NOV","1993","AA","Public Officials Ride Public Transit","91,387","49,210","P","0.650","P","I","Officials","Public","Transit","Ride",
"NOV","1993","B","Street and Traffic Safety Improvement Bonds","84,375","59,545","F","0.586","B","S","St. & Traffic","Safety","Improvement","Bonds",
"NOV","1993","BB","Police Puppet","70,374","67,857","P","0.509","P","I","Puppet","Police",,,
"NOV","1993","C","Sales Tax","70,898","73,222","F","0.492","O","B","Sales","Tax",,,
"NOV","1993","D","Police and Fire Early Retirement","63,193","78,315","F","0.447","C","S","Police","Fire","Early Retire","Retirement",
"NOV","1993","E","Spousal Pension Benefits","65,323","77,058","F","0.459","C","S","Spousal","Pension","Benefits",,
"NOV","1993","F","Police and Fire Benefit Modifications","50,858","86,734","F","0.370","C","S","Police","Fire","Retirement","Modification",
"NOV","1993","G","Wage Freeze","62,311","73,863","F","0.458","C","S","Wage","Freeze",,,
"NOV","1993","H","Radio Communication System Lease Financing","77,383","56,533","P","0.578","L","S","Radio","Lease","Financing",,
"NOV","1993","I","Health Department Lease Financing","60,789","76,241","F","0.444","L","S","Health Dept.","Lease","Financing",,
"NOV","1993","J","Cash Management","72,068","64,614","P","0.527","C","S","Cash","Management",,,
"NOV","1993","K","Ethics Commission","71,623","65,976","P","0.521","C","S","Ethics","Commission",,,
"NOV","1993","L","Human Resources Department","79,911","54,277","P","0.596","C","S","Human","Resources",,,
"NOV","1993","M","Transportation Commission","72,090","65,925","P","0.522","C","S","Transportation","Commission",,,
"NOV","1993","N","Charter Review","73,953","62,781","P","0.541","C","S","Charter","Review",,,
"NOV","1993","O","Meetings of Supervisor Committees","89,642","46,359","P","0.659","C","S","Supervisor","Committees","Meetings",,
"NOV","1993","P","Board of Supervisors Meetings","82,388","50,799","P","0.619","C","S","Meetings","Bd of Spvrs","Supervisors",,
"NOV","1993","Q","Purchasing Procedures","81,339","49,514","P","0.622","C","S","Purchasing","Procedures",,,
"NOV","1993","R","Retirement Board","106,322","27,912","P","0.792","C","S","Retirement","Board",,,
"NOV","1993","S","Fine Arts Museum","99,383","36,966","P","0.729","C","S","Fine Arts","Museum",,,
"NOV","1993","T","Deputy Fire Chiefs","95,403","39,305","P","0.708","C","S","Fire","Chiefs","Deputy",,
"NOV","1993","U","City Election Procedures","122,153","14,000","P","0.897","C","S","Election","Procedures","City",,
"NOV","1993","V","General Assistance","85,738","54,113","P","0.613","O","M","General","Assistance",,,
"NOV","1993","W","Limitations on Officeholders Accounts","64,575","68,067","F","0.487","O","S","Accounts","Officeholder","Limitations",,
"NOV","1993","X","Elimination of Officeholder Accounts","89,245","42,202","P","0.679","O","I","Officeholder","Accounts","Elimination",,
"NOV","1993","Y","Taxicab Permits","63,702","75,687","F","0.457","O","M","Taxicab","Permits",,,
"NOV","1993","Z","Garbage and Recyclables","33,682","108,860","F","0.236","O","I","Garbage","Recyclables",,,
"JUN","1994","A","School Bonds","82,336","38,023","P","0.684","B","S","School","Bonds",,,
"JUN","1994","B","911 Dispatch Center Financing","74,325","38,713","P","0.658","L","S","911","Dispatch Ctr","Financing",,
"JUN","1994","D","Neighborhood Police Staffing","62,414","55,232","P","0.531","C","S","Police","Staffing","Neighborhood",,
"JUN","1994","E","Library Funding","82,860","35,800","P","0.698","C","I","Library","Funding",,,
"JUN","1994","F","Employment After Retirement","59,085","56,255","P","0.512","C","S","Retiree","Employment",,,
"JUN","1994","G","Mission Driven Budgeting","60,296","40,748","P","0.597","C","S","Budget","Mission Drvn",,,
"JUN","1994","H","BART to Airport","47,711","68,004","F","0.412","O","S","BART Station","Airport",,,
"JUN","1994","I","BART to the Airport","75,844","43,634","P","0.635","O","S","BART","Airport",,,
"JUN","1994","J","ATM Area","69,432","50,521","P","0.579","O","M","ATM",,,,
"JUN","1994","K","Low-Income Rental Housing","74,301","40,737","P","0.646","P","M","Low-Income","Rental","Housing",,
"NOV","1994","A","San Bruno Jail Bonds","114,022","97,030","F","0.540","B","S","San Bruno","Jail","Bond",,
"NOV","1994","B","Main Library Asian Art Relocation Bonds","155,878","64,266","P","0.708","B","S","Main Library","Asian Art","Bonds",,
"NOV","1994","C","City Hall Improvement Bonds","134,378","73,776","F","0.646","B","S","City Hall","Non-Seismic","Bonds",,
"NOV","1994","D","Sewer Revenue Bonds","130,140","74,381","F","0.636","B","S","Sewer","Revenue",,,
"NOV","1994","E","Commission on the Status of Women","133,385","66,217","P","0.668","C","S","Commission","Status of Wm",,,
"NOV","1994","F","City Employees Collective Bargaining","153,785","46,010","P","0.770","C","S","Collective","Bargaining",,,
"NOV","1994","G","Building Inspection Commission","104,398","90,742","P","0.535","C","I","Building","Inspection","Commission",,
"NOV","1994","H","Domestic Partner Retirement Benefits","123,558","88,720","P","0.582","C","S","Domestic","Partner","Retirement","Benefits",
"NOV","1994","I","Rent Control Expansion","106,838","102,840","P","0.510","O","I","Rent","Control","Expansion",,
"NOV","1994","J","Official Newspapers","107,305","85,765","P","0.556","O","I","Official","Newspapers",,,
"NOV","1994","K","Garbage Collection & Recycling","72,926","132,546","F","0.355","O","I","Garbage","Recycling","Collection","Refuse",
"NOV","1994","L","Elections Task Force","102,608","93,087","P","0.524","O","S","Task Force","Elections",,,
"NOV","1994","M","Sidewalk Prohibitions","108,131","111,012","F","0.493","O","M","Sidewalk","Prohibitions",,,
"NOV","1994","N","General Assistance-Housing","105,636","100,447","P","0.513","O","M","General","Assistance","Payments",,
"NOV","1994","O","Downtown Transit Assessment District","92,035","113,142","F","0.449","O","I","Downtown","Transit","Assessment",,
"NOV","1994","P","Ferry Building & Pier 52","126,826","69,942","P","0.645","O","2","Ferry Bldg","Pier 52",,,
"NOV","1994","Q","Neighborhood Crime Prevention","142,256","64,628","P","0.688","O","S","Crime","Prevention","Neighborhood",,
"NOV","1994","R","Youth Commission","129,003","78,102","P","0.623","P","S","Youth","Commission",,,
"NOV","1995","A","City Hall Improvement","135,678","59,289","P","0.696","B","S","City Hall","Improvement",,,
"NOV","1995","B","Underground Storage","110,796","78,536","F","0.585","B","S","Underground","Storage",,,
"NOV","1995","C","Steinhart Aquarium Improvement","159,725","39,965","P","0.800","B","S","Steinhart","Acquarium","Improvement",,
"NOV","1995","D","Prevailing Wages","137,366","51,253","P","0.728","C","S","Wages","Prevailing",,,
"NOV","1995","E","New City Charter","106,900","77,341","P","0.580","C","S","Charter","New","City",,
"NOV","1995","F","Youth Commission","115,785","80,117","P","0.591","C","S","Youth","Commission",,,
"NOV","1995","G","Office of Citizen Complaints","116,919","66,827","P","0.636","C","S","Complaints","Citizen",,,
"NOV","1995","H","Parking and Traffic","47,466","148,924","F","0.242","C","I","Parking","Traffic",,,
"NOV","1995","I","Taxi Cabs","61,421","129,007","F","0.323","O","S","Taxi","Cabs",,,
"NOV","1995","J","Muni Audit","103,909","86,612","P","0.545","O","I","Muni","Audit",,,
"NOV","1995","K","City Services","87,936","99,134","F","0.470","O","M","Services","City",,,
"NOV","1995","L","Curfew","90,151","106,041","F","0.460","O","M","Curfew",,,,
"NOV","1995","M","Campaign Spending Limits #1","68,083","119,279","F","0.363","O","M","Campaign","Spending","Limits #1",,
"NOV","1995","N","Campaign Spending Limits #2","130,682","53,494","P","0.710","O","R","Campaign","Spending","Limits #2",,
"NOV","1995","O","Army Street/Cesar Chavez","91,647","109,595","F","0.455","O","I","Army St.","Cesar Chavez",,,
"MAR","1996","A","Moscone Convention Center","103,680","53,005","F","0.662","B","S","Convention","Center","Moscone",,
"MAR","1996","B","Ballpark","108,968","55,368","P","0.663","O","S","Ballpark",,,,
"NOV","1996","A","Affordable Housing","176,599","85,246","P","0.674","B","S","Housing","Affordable",,,
"NOV","1996","B","De Young Museum","166,923","99,716","F","0.626","B","S","De Young","Museum",,,
"NOV","1996","C","Retired Employee Benefits","130,258","126,703","P","0.507","C","S","Retirement","Benefit","COLA",,
"NOV","1996","D","Firefighters Retirement Benefits","150,017","110,108","P","0.577","C","S","Firefighters","Pension","Benefits",,
"NOV","1996","E","Employment Benefits and Practices","71,114","188,567","F","0.274","C","S","Employee","Benefits","Retirement","At-Will","MEA"
"NOV","1996","F","Board of Supervisors Salaries","96,036","166,087","F","0.366","C","S","Supervisor","Salary","Increase",,
"NOV","1996","G","Election of Supervisor-District Elections","142,163","108,378","P","0.567","C","S","Supervisor","Election","District","Majority",
"NOV","1996","H","Election of Supervisors-Preference Voting","103,787","134,263","F","0.436","C","D","Election","Supervisor","Preference","Voting",
"NOV","1996","I","Police and Firefighters Personnel Policies","111,810","132,656","F","0.457","C","S","Police","Firefighters","Personnel","Policies",
"NOV","1996","J","Taxicab Permits","87,014","170,509","F","0.338","O","D","Taxicabs","Permits",,,
"JUN","1997","A","City College School Bonds","116,801","51,664","P","0.693","B","S","City College","School","Bonds",,
"JUN","1997","B","Cultural Centers Bonds","80,234","85,474","F","0.484","B","S","Cultural","Bonds",,,
"JUN","1997","C","Zoo Bonds","113,190","55,794","P","0.670","B","S","Zoo","Bonds",,,
"JUN","1997","D","Football Stadium Bonds","87,567","86,045","P","0.504","L","S","Football","Stadium","Bonds",,
"JUN","1997","E","Public Utilities Commission Revenue Uses","55,128","93,639","F","0.371","C","S","Utilities","Revenues",,,
"JUN","1997","F","Candlestick Point/Stadium Land Use","87,102","85,902","P","0.503","O","M","Candlestick","Stadium",,,
"NOV","1997","A","Water Systems Facilities Bonds","61,259","56,085","F","0.522","B","S","Water","Facilities","Bonds",,
"NOV","1997","B","Drinking Water Bonds","64,342","53,528","F","0.546","B","S","Water","Bonds",,,
"NOV","1997","C","Police/Firefighter Retirement Benefits","54,741","56,946","F","0.490","C","S","Police","Firefigher","Retirement","Benefits",
"NOV","1997","D","Lease Approvals","73,591","34,879","P","0.678","C","S","Lease",,,,
"NOV","1997","E","Youth Commission","52,218","58,679","F","0.471","C","S","Youth","Commission",,,
"NOV","1997","F","Mount Davidson","80,681","37,547","P","0.682","O","S","Park","Land","Sale",,
"NOV","1997","G","Campaign Consultants","68,903","44,377","P","0.608","O","s","Campaign","Consultants",,,
"NOV","1997","H","Central Freeway","64,609","56,054","P","0.535","O","R","Freeway",,,,
"JUN","1998","A","de Young Museum Bonds","118,013","65,383","F","0.643","B","S","de Young","Museum","Bonds",,
"JUN","1998","B","Supervisors' Salary","105,382","75,595","P","0.582","C","S","Supervisor","Salary",,,
"JUN","1998","C","Utility Revenue Use","64,333","89,691","F","0.418","C","S","Utility","Revenue",,,
"JUN","1998","D","Environment Protection Loans","107,461","60,301","P","0.641","C","S","Environment","Protection","Loans",,
"JUN","1998","E","Rent Control Exemption ","70,885","110,920","F","0.390","O","I","Rent","Exemption",,,
"JUN","1998","F","Use & Occupancy of City Hall / Protocol Activities","102,765","70,337","P","0.594","O","I","City Hall","Protocol",,,
"JUN","1998","G","Board of Supervisors' Staffing","78,969","90,710","F","0.465","O","I","Board","Supervisor","Staffing",,
"JUN","1998","H","Water & Sewer Rates","100,781","70,569","P","0.588","O","I","Water","Sewer","Rates",,
"JUN","1998","I","Project Notification","106,367","63,758","P","0.625","O","I","Project","Notification",,,
"JUN","1998","J","Underground Parking for Golden Gate Park","104,069","74,985","P","0.581","O","s","Underground","Parking","Golden Gate","Park",
"JUN","1998","K","Use and Control of Treasure Island","93,501","74,849","P","0.555","P","I","Treasure","Island",,,
"JUN","1998","L","Presidio Land Use","93,002","81,988","P","0.531","P","s","Presidio","Land",,,
"NOV","1998","A","Police Retirement Benefits","125,426","93,002","P","0.574","C","S","Police","Retirement","Benefits",,
"NOV","1998","B","Customer Service Plan","118,102","91,794","P","0.563","C","S","Customer",,,,
"NOV","1998","C ","Paramedic Retirement Benefits","132,437","80,500","P","0.622","C","S","Paramedic","Retirement","Benefits",,
"NOV","1998","D","Taxi Commission","143,447","70,183","P","0.671","C","S","Taxi","Commission",,,
"NOV","1998","E","Central Freeway","115,593","103,013","P","0.529","O","I","Central","Freeway",,,
"NOV","1998","F","Stadium Admission Tax","150,491","57,588","P","0.723","O","S","Stadium","Tax",,,
"NOV","1998","G ","Owner Move-In Eviction Limitation","121,249","97,850","P","0.553","O","I","Owner","Eviction",,,
"NOV","1998","H ","Hotel Tax Surcharge","180,129","35,233","P","0.836","O","S","Hotel","Tax","Surcharge",,
"NOV","1998","I","Bay Bridge Rail Service","131,250","83,590","P","0.611","P","M","Bay Bridge","Rail",,,
"NOV","1998","J","Health Care","140,277","76,537","P","0.647","P","M","Healthcare",,,,
"NOV","1999","A","Laguna Honda Project","139,210","50,809","P","0.733","B","S","Laguna Honda",,,,
"NOV","1999","B","Firefighter/Police Retirement Benefits","127,897","51,183","P","0.714","C","S","Firefighter","Police","Retirement","Benefits",
"NOV","1999","C","Supervisorial District Boundaries","123,196","48,263","P","0.719","C","S","Supervisorial","District ","Boundaries",,
"NOV","1999","D","Sick Leave/Vacation Credit Transfers","138,672","44,246","P","0.758","C","S","Sick","Leave","Vacation","Credit",
"NOV","1999","E","Municipal Transportation Agency","110,079","70,113","P","0.611","C","S","Municipal ","Transportation","Agency",,
"NOV","1999","F","ATM Fees","124,615","62,978","P","0.664","O","I","ATM","Fees",,,
"NOV","1999","G","Sunshine Ordinance Amendment","97,156","69,086","P","0.584","O","I","Sunshine","Ordinance","Amendment",,
"NOV","1999","H","Downtown Caltrain Station","123,623","54,751","P","0.693","O","I","Downtown","Caltrain",,,
"NOV","1999","I","Octavia Boulevard Plan","97,386","81,823","P","0.543","O","s","Octavia","Boulevard",,,
"NOV","1999","J","Central Freeway Replacement","86,236","95,831","F","0.474","O","I","Central","Freeway",,,
"NOV","1999","K","Campaign Expenditure Limit","140,882","35,655","P","0.798","O","C","Campaign","Expenditure",,,
"MAR","2000","B","Academy of Sciences Bonds","122,722","60,368","P","0.670","B","S","Academy","Sciences","Bonds",,
"MAR","2000","C","Open Space Fund","126,478","44,993","P","0.738","C","S","Space","Fund",,,
"MAR","2000","D","Board of Supervisors Benefits","88,671","86,851","P","0.505","C","S","Supervisors","Benefits",,,
"MAR","2000","E","Public Assistance Benefits","72,735","102,946","F","0.414","O","I","Public","Assistance","Benefits",,
"MAR","2000","F","Bayview Hunters Point Reparations","66,008","109,601","F","0.376","P","I","Bayview","Hunters Point","Reparations",,
"NOV","2000","A","Branch Library Bonds","219,631","75,647","P","0.744","B","S","Library","Bonds",,,
"NOV","2000","B","District Aid","109,149","181,994","F","0.375","C","S","District","Aid",,,
"NOV","2000","C","City Worker Retirement Benefits","172,675","114,409","P","0.601","C","S","City","Worker","Retirement","Benefits",
"NOV","2000","E","City Retiree Health Benefits","160,068","121,824","P","0.568","C","S","City","Retiree","Health ","Benefits",
"NOV","2000","F","Closure of JFK Drive","133,808","162,895","F","0.451","O","I","Closure","JFK",,,
"NOV","2000","G","Closure of JFK Drive with Limits","109,486","177,667","F","0.381","O","s","Closure","JFK",,,
"NOV","2000","H","Landlord/Renters Costs","169,858","126,308","P","0.574","O","I","Landlord","Renter",,,
"NOV","2000","I","Business Tax Revision","96,515","169,436","F","0.363","O","M","Business ","Tax","Revision",,
"NOV","2000","J","City Contractor Contribution","236,094","49,538","P","0.827","O","I","City","Contractor","Contribution",,
"NOV","2000","K","Office Development Controls","111,610","172,838","F","0.392","O","2","Office ","Development","Controls",,
"NOV","2000","L","Office Development/Live Work Controls","142,241","143,513","F","0.498","O","I","Office ","Development","Controls","Live","Work"
"NOV","2000","M","Taxicab Permits","103,722","170,010","F","0.379","O","s","Taxicab","Permits",,,
"NOV","2000","N","Controls on Rental Conversions","126,746","149,059","F","0.460","O","I","Control","Rental","Conversions",,
"NOV","2000","O","Public Campaign Finance","144,692","130,119","P","0.527","O","C","Public","Campaign","Finance",,
"NOV","2000","P","Hunter's Point Clean-Up","242,795","38,293","P","0.864","P","s","Hunter's Point","Clean-up",,,
"NOV","2000","Q","Pedestrian Safety Fund","190,581","94,329","P","0.669","P","s","Pedestrian","Safety","Fund",,
"NOV","2000","R","Pier 45","202,731","76,540","P","0.726","P","s","Pier",,,,
"NOV","2001","A","Community College District General Obligation Bonds","91,643","35,392","P","0.721","B","C","Community","College","Bonds",,
"NOV","2001","B","Solar Energy Revenue Bond","92,798","35,061","P","0.726","B","S","Solar","Energy","Revenue","Bond",
"NOV","2001","C","Elective Office Vacancies","92,534","30,679","P","0.751","C","S","Elective","Office ","Vacancies",,
"NOV","2001","D","Voter Approval Required for Bay Fill","94,085","32,277","P","0.745","C","S","Voter","Approval","Bay","Fill",
"NOV","2001","E","Elections, Ethics, & Outside Counsel","76,180","45,319","P","0.627","C","S","Elections","Ethics","Counsel",,
"NOV","2001","F","Municipal Water & Power Agency","64,405","64,921","F","0.498","C","S","Municipal ","Water","Power","Agency",
"NOV","2001","G","Redistricting","67,913","53,450","P","0.560","C","S","Redistricting",,,,
"NOV","2001","H","Board Authorization of Solar Power & Energy Conservation Bonds","68,393","58,493","P","0.539","C","S","Board","Solar","Power","Energy","Bonds"
"NOV","2001","I","San Francisco-Brisbane Municipal Utility District (MUD)","60,227","64,583","F","0.483","C","I","San Francisco","Brisbane","Municipal","Utility","MUD"
"MAR","2002","A","Instant Runoff","76,340","61,261","P","0.555","C","S","Runoff",,,,
"MAR","2002","B","Cost of Living Benefits","83,687","48,356","P","0.634","C","S","Living","Benefits",,,
"MAR","2002","C","Non-U.S. Citizen Commission Participation","44,157","94,895","F","0.318","C","S","Citizen","Commission","Participation",,
"MAR","2002","D","Appointment of Planning Commission & Board of Appeals","73,992","55,485","P","0.571","C","S","Appointment","Planning","Commisssion","Board","Appeals"
"MAR","2002","E","Domestic Partner Benefits","90,431","47,193","P","0.657","C","S","Domestic","Partner","Benefits",,
"MAR","2002","F","Citizen Oversight of Bond Expenditures","95,012","39,929","P","0.704","O","s","Citizen","Oversight","Bond","Expenditures",
"MAR","2002","G","Outdoor Commercial Advertising","108,988","28,736","P","0.791","O","s","Outdoor","Commercial","Advertising",,
"NOV","2002","A","Water Bonds","105,468","92,557","F","0.533","B","S","Water","Bonds",,,
"NOV","2002","B","Affordable Housing Bonds","117,572","93,135","F","0.558","B","S","Affordable","Housing","Bonds",,
"NOV","2002","BB","Bart Seismic Safety Bond","140,610","52,167","P","0.729","B","C","Bart","Seismic","Safety","Bond",
"NOV","2002","C","Veterans Building Bonds","112,475","92,042","F","0.550","B","S","Veterans","Building","Bonds",,
"NOV","2002","D","Energy","95,835","111,255","F","0.463","C","S","Energy",,,,
"NOV","2002","E","Water & Sewer Rates, Surplus Funds","108,080","87,482","P","0.553","C","S","Water","Sewer","Rates","Surplus",
"NOV","2002","F","Entertainment Commission Appointments","113,470","86,627","P","0.567","C","S","Entertainment","Commission","Appointments",,
"NOV","2002","G","Elections Assistance","141,052","52,467","P","0.729","C","S","Elections","Assistance",,,
"NOV","2002","H","Police & Firefighter Retirement Benefits","132,440","73,653","P","0.643","C","S","Police","Firefighter","Retirement","Benefits",
"NOV","2002","I","Paid Parental Leave","111,600","96,033","P","0.537","C","S","Paid","Parental ","Leave",,
"NOV","2002","J","Supervisors Salaries","111,646","89,351","P","0.555","C","S","Supervisors","Salaries",,,
"NOV","2002","K","Selection of Official Newspapers","71,756","119,931","F","0.374","O","s","Selection","Official","Newspapers",,
"NOV","2002","L","Real Estate Tax","92,163","113,902","F","0.447","O","s","Real Estate","Tax",,,
"NOV","2002","M","Economic Development","93,404","98,127","F","0.488","O","M","Economic","Development",,,
"NOV","2002","N","Adjusting Services & Payments to Homeless Individuals","125,436","84,433","P","0.598","O","I","Adjust","Services","Payments","Homeless",
"NOV","2002","O","Conditions for Providing Services & Payments to Homeless Individuals","98,341","106,257","F","0.481","O","s","Conditions","Adjust ","Services","Payments","Homeless"
"NOV","2002","P","Revenue Bond Oversight Committee","109,577","83,843","P","0.567","O","s","Revenue","Bond","Oversight","Committee",
"NOV","2002","Q","Use of City Funds","131,117","63,822","P","0.673","O","M","City","Funds",,,
"NOV","2002","R","Condominium Conversion With Certain Conditions","82,089","123,129","F","0.400","O","I","Condominium","Conversion",,,
"NOV","2002","S","Medical Marijuana","127,661","78,181","P","0.620","P","s","Medical","Marijuana",,,
"NOV","2003","A","School Bonds","139,814","58,254","P","0.706","B","se","School ","Bonds",,,
"NOV","2003","B","Retirement Benefits for Safety Employees","125,142","62,103","P","0.668","C","S","Retirement","Benefits","Safety ","Employees",
"NOV","2003","C","City Services Auditor","133,879","55,819","P","0.706","C","S","City","Services","Auditor",,
"NOV","2003","D","Small Business Commission ","104,922","82,698","P","0.559","C","S","Small ","Business","Commission",,
"NOV","2003","E","Ethics Reform","114,010","70,045","P","0.619","C","S","Ethics","Reform",,,
"NOV","2003","F","Targeted Early Retirement","128,112","61,465","P","0.676","C","S","Targeted","Early ","Retirement",,
"NOV","2003","G","Rainy Day Fund","146,004","46,605","P","0.758","C","S","Rainy ","Day","Fund",,
"NOV","2003","H","Police Commission / Office of Citizen Complaints","99,314","91,900","P","0.519","C","S","Police","Commission ","Office of","Citizen","Complaints"
"NOV","2003","I","Child Care for Low Income Families","115,146","77,256","P","0.598","O","s","Child ","Care","Low","Income",
"NOV","2003","J","Facilities for the Homeless ","113,564","79,871","P","0.587","O","I","Facilities","Homeless",,,
"NOV","2003","K","Sales Tax for Transportation","142,042","47,879","P","0.748","O","S","Sales ","Tax","Transportation",,
"NOV","2003","M","Aggressive Solicitation Ban","117,405","79,375","P","0.597","O","I","Aggressive","Solicitation","Ban",,
"NOV","2003","N","Taxi Permit Holder Disability","52,326","134,465","F","0.280","O","s","Taxi","Permits","Holder","Disability",
"MAR","2004","A","Deferred Taxation Plan","107,690","64,943","P","0.624","C","S","Deferred ","Taxation","Plan",,
"MAR","2004","B","Retirement Benefits for Public Defenders, District Attorneys, and Investigators","114,209","54,418","P","0.677","C","S","Retirement ","Benefits","Defenders","DA","Investigators"
"MAR","2004","C","Civilian Jobs in the Police Department","105,005","64,773","P","0.618","C","S","Civilian","Jobs","Police","Department",
"MAR","2004","D","Equal Treatment of Domestic Partners","113,646","60,999","P","0.651","C","S","Equal ","Treatment","Domestic ","Partners",
"MAR","2004","E","Requests for City Records Containing Private Information","87,704","80,236","P","0.522","C","S","Requests","City","Records","Private",
"MAR","2004","F","Labor Negotiations with Deputy Sheriffs","103,327","60,267","P","0.632","C","S","Labor","Negotiations","Deputy","Sheriffs",
"MAR","2004","G","Supplemental Pay for City Employees on Military Duty","99,726","69,589","P","0.589","C","S","Supplemental","Pay ","City","Employee","Military"
"MAR","2004","H","Public Education Fund","123,103","50,837","P","0.708","C","S","Public","Education","Fund",,
"MAR","2004","I","Replacement of Diesel Buses","118,074","56,864","P","0.675","O","s","Replacement","Diesel","Buses",,
"MAR","2004","J","Incentives to Build Below-Market-Rate Housing","52,028","121,352","F","0.300","O","I","Incentives","Build","Below-Market","Housing",
"MAR","2004","RM2","Regional Measure 2 Traffic Relief Plan","115,891","53,214","P","0.685","RM","2","Regional","Traffic","Relief","Plan",
"NOV","2004","A","Affordable Housing Bonds","209,259","116,706","F","0.642","B","S","Affordable","Housing",,,
"NOV","2004","B","Historical Preservation Bonds","181,658","134,896","F","0.574","B","S","Historical","Preservation",,,
"NOV","2004","C","Health Service System","166,651","129,210","P","0.563","C","S","Health","Service","System",,
"NOV","2004","D","Changes to City Charter ","118,123","162,385","F","0.421","C","S","Changes","City","Charter",,
"NOV","2004","E","Police and Fire Survivor Benefits","210,091","108,193","P","0.660","C","S","Police","Fire ","Survivor","Benefits",
"NOV","2004","F","Noncitizen Voting in School Board Elections","155,643","164,924","F","0.486","C","S","Noncitizen","Voting","School","Board",
"NOV","2004","G","Health Plans for City Residents ","201,674","100,206","P","0.668","C","S","Health","Plans","City","Residents",
"NOV","2004","H","Naming the Stadium at Candlestick Point ","170,217","141,904","P","0.545","O","s","Stadium","Candlestick",,,
"NOV","2004","I","Economic Analysis of Legislation","154,022","142,650","P","0.519","O","s","Economic","Analysis","Legislation",,
"NOV","2004","J","Sales Tax Increase","131,529","182,477","F","0.419","O","S","Sales","Tax","Increase",,
"NOV","2004","K","Business Tax","135,068","162,910","F","0.453","O","S","Business ","Tax",,,
"NOV","2004","L","Use of Hotel Tax to Preserve Movie Theaters","78,157","229,487","F","0.254","O","I","Hotel","Tax","Preserve ","Movie","Theaters"
"NOV","2004","M","THIS MEASURE HAS BEEN WITHDRAWN ",,,,,,,,,,,
"NOV","2004","N","Withdrawing U.S. Military Personnel from Iraq","195,257","113,053","P","0.633","P","s","Withdrawing","Military","Iraq",,
"NOV","2004","O","Use of Sales Tax Funds","181,340","122,644","P","0.597","P","S","Use","Sales","Tax","Funds",
"NOV","2005","A","Community College District General Obligation Bonds","134,999","76,320","F","0.639","B","S","Principal",,,,
"NOV","2005","B","Street and Sidewalk Improvement Bond","119,095","91,952","F","0.564","B","S","Principal",,,,
